word,mean,Junior,Senior,CET4,CET6,GEE,GRE,SAT,TOEFL,check
abstract,n. 摘要；抽象；抽象的概念 adj. 抽象的；深奥的 v. 摘要；提取；使……抽象化；转移(注意力、兴趣等)；使心不在焉,,☆,☆,☆,☆,☆,☆,☆,
abstraction,n. 提取,,,,,,,,☆,
abstruse,adj.  奥妙的， 深奥的,,,,,,☆,☆,,
absurd,adj. 荒谬的；可笑的 n. 荒诞；荒诞作品,,☆,,☆,☆,☆,☆,☆,
abundance,n. 大量， 丰富， 充足,,,,☆,☆,☆,☆,☆,
abundant,adj. 丰富的， 富裕的； 大量的， 充足的,,☆,☆,☆,☆,☆,☆,☆,
abundantly,"adv. 大量地, 丰富地",,,,,,,,☆,
abuse,vt. 滥用； 虐待， 伤害； 辱骂， 毁谤 n. 滥用； 虐待， 伤害； 辱骂， 毁谤,,☆,☆,☆,☆,☆,,☆,
abusive,adj. 辱骂的；滥用的；虐待的,,,,,,☆,☆,,
abut,v. 邻接；毗邻；紧靠 n. (Abut)人名；(英、土)阿布特,,,,,,☆,☆,☆,
abysmal,adj.  深不可测的； 极坏的， 糟透的,,,,,,☆,,☆,
abyss,n. 深渊；深邃，无底洞，地狱,,,,,,,☆,,
academic,adj. 学术的；理论的；学院的 n. 大学生，大学教师；学者,,☆,☆,☆,☆,☆,☆,☆,
academically,adv. 学业上,,,,,,,,☆,
academician,n. 院士；大学生；学会会员；大学教师,,,,,,☆,☆,☆,
academy,n.   专科院校， 研究院， 学会， 学术团体,,☆,☆,,☆,,☆,☆,
acarpous,a. 不结果实的,,,,,,☆,,,
accede,vi.  即位， 就任； 同意,,,,,,☆,☆,☆,
accelerate,v. 使加速，使增速，促进；加速,,☆,☆,☆,☆,☆,☆,☆,
acceleration,n. 加速，促进；[物] 加速度,,,☆,,,,☆,☆,
accent,n. 口音；重音；强调；特点；重音符号 v. 强调；重读；带…口音讲话,☆,☆,☆,,☆,,,☆,
accentuate,v.  着重强调,,,,,,☆,☆,,
accept,v. 接受；承认；承担；承兑；容纳,☆,☆,☆,,☆,,,☆,
acceptable,"adj. 可接受的, 合意的",,,☆,,,,,☆,
acceptance,n. 正式接受；接纳；接受，赞同，赞成，认可,,,☆,☆,☆,,,☆,
access,n. 通道；接近，进入；机会 vt.  进入； 使用； 存取,,☆,☆,☆,☆,☆,☆,☆,
accessary,n. 同谋，从犯,,,☆,,,,,,
accessibility,"n. 易接近, 可到达的",,,,,,,,☆,
accessible,adj.  易接近的， 可达到的； 易受影响的； 可理解的,,☆,☆,,,☆,☆,☆,
accession,n. 增加；就职；到达 v. 登记入册,,,,,,,☆,,
accessory,n. 配件；附件；[法] 从犯 adj. 副的；同谋的；附属的,☆,,,☆,☆,☆,☆,☆,
accident,n. 事故；意外；[法] 意外事件；机遇,☆,☆,☆,☆,☆,,,☆,
accidental,adj. 意外的；偶然的；附属的；临时记号的 n. 次要方面；非主要的特性；临时记号,,,☆,,☆,,,☆,
accidentally,"adj. 意外的,偶然(发生)的",,,,☆,,,,☆,
acclaim,v. 称赞；为…喝彩，向…欢呼 n. 欢呼，喝彩；称赞,,,,,☆,☆,☆,☆,
acclimate,v. 服水土；适应新环境,,,,,,☆,☆,,
acclivity,n. 向上的斜坡；[建] 上斜,,,,,,,☆,,
accolade,n. 荣誉；荣誉称号授予仪式；连谱号；称赞,,,,,,☆,☆,,
accommodate,v.  留宿， 收容； 供应， 供给； 调和， 适应,,,☆,☆,☆,☆,☆,☆,
accommodating,a.乐于助人的,,,,,,☆,,,
accommodation,n. 住处，膳宿；调节；和解；预订铺位,,☆,☆,☆,☆,,,,
accompaniment,n.  伴随物； 伴奏,,,,,,,☆,☆,
accompanist,n. 伴奏者；伴随者,,,,,,,☆,,
accompany,vt.  为…伴奏； 陪伴， 陪同； 伴随， 和…一起发生,,☆,☆,☆,☆,☆,☆,☆,
accomplice,n. 同谋者，[法] 共犯,,,,,,☆,☆,,
accomplish,vt.  达到； 完成； 实现,,☆,☆,☆,☆,☆,☆,☆,
accomplished,a.完成了的；有技巧的，有造诣的,,,,,,☆,,,
accomplishment,n.  成就； 完成； 才艺， 技艺,,,,,,,,☆,
accord,vi. 相符合； 相一致 n. 一致，符合；谅解，协议 vt. 使符合；使一致；调节；授予，赠与，给予,,,☆,☆,☆,☆,,☆,
accordance,n. 一致， 和谐， 符合,,,☆,☆,☆,,,,
according,adj. 相等的， 一致的， 依…而定的,,,☆,,,,,,
accordingly,adv. 因此， 从而；相应地， 照着,,,☆,,☆,,,☆,
accordion,n.  手风琴,,,,,,,,☆,
accost,v. 勾引；引诱；对…说话；搭讪,,,,,,☆,☆,,
account,vi. 说明， 解释；占；导致， 引起 n. 账目； 账户；叙述， 说明,,☆,☆,☆,☆,,,☆,
account for,对…负有责任；对…做出解释；说明……的原因；导致；（比例）占,,,,,,,☆,,
accountability,n.负有责任,,,,,,☆,,,
accountable,adj. 应负责的，有责任的,,,,☆,,,,,
accountancy,n. 会计工作； 会计学,,,☆,,,,,,
accountant,"n. 会计(员), 会计师",,☆,☆,☆,☆,,☆,☆,
accounting,n.  会计学； 会计,,,,,,,,☆,
accouter,v. 装备；供以军用品，供以服装,,,,,,,☆,,
accredit,vt.  委任， 授权； 把…归于； 正式认可,,,,,,,☆,☆,
accrete,v.逐渐增长；添加生长；连生,,,,,,☆,,☆,
accretion,n.自然的增加；增加物,,,,,,☆,,,
accrue,v.(利息等)增大；增多,,,,☆,,☆,,,
accumulate,v.积聚，积累(collect),,☆,☆,☆,☆,☆,☆,☆,
accumulation,"n. 积聚,堆积物",,,,,,,,☆,
accumulator,"n. 蓄电池,积聚者",,,,,,,,☆,
accuracy,n. 正确，准确；准确性；精确度,,☆,☆,,☆,☆,,☆,
accurate,adj. 正确无误的，准确的，精确的；精确的,,☆,☆,☆,☆,☆,,☆,
accursed,adj. 被诅咒的；讨厌的；可憎的,,,,,,,☆,,
accusation,n. 谴责； 【律】 指控,,,☆,,,,☆,☆,
accusatory,adj. 非难的，指责的；控诉的，控告的,,,,,,,☆,,
accuse,vt.  谴责； 指责， 归咎； 指控， 控告,,☆,☆,☆,☆,☆,☆,☆,
accustom,vt.  使习惯于,,,☆,☆,☆,,,☆,
accustomed,adj. 习惯的；通常的；独有的 v. 使习惯于（accustom的过去分词）,,☆,☆,☆,☆,,☆,,
acerbic,adj. 尖刻的（等于acerb）；酸的；辛辣的,,,,,,☆,☆,,
acerbity,n.  涩， 酸； 刻薄,,,,,,☆,☆,,
acetate,n. [化]醋酸盐,,,,,,,,☆,
ache,v. 痛，疼痛；渴望 n.  疼痛,☆,☆,☆,,☆,,,,
achievable,"adj. 做得成的, 可完成的",,,,,,,,☆,
achieve,v.  实现， 完成； 获得， 达到,☆,☆,☆,☆,☆,,,☆,
achievement,n.  [U] 完成， 达到； [C] 成就， 成绩,,☆,☆,☆,,,,☆,
achingly,"adv. 极其,非常痛地",,,,,,,,☆,
achondrite,n. 不含球粒陨石,,,,,,,,☆,
achromatic,adj. 消色差的；非染色质的；非彩色的,,,,,,☆,☆,,
acid,adj.  酸的， 酸味的； 尖刻的， 刻薄的 n. 酸，酸性物质,,☆,☆,☆,☆,,☆,☆,
acidic,"adj. 酸的,酸性的",,,,,,,,☆,
acidify,v.  使酸化， 使成酸性,,,,,,,☆,,
acidity,"n. 酸度, 酸性, [医]酸过多, 胃酸过多",,,,,,,,☆,
acknowledge,vt. 承认， 承认…的权威； 告知收到， 确认； 对…表示谢意， 报偿,,☆,☆,☆,☆,☆,☆,☆,
acme,n. 顶点，极点；最高点,,,,,,☆,☆,,
acne,n. [皮肤] 痤疮，[皮肤] 粉刺,,,,,,,☆,,
acolyte,n.(教士的)助手，侍僧,,,,,,☆,,,
acorn,"n. 橡树果,橡子",,,,,,☆,,☆,
acoustic,adj. 声学的；音响的；听觉的 n. 原声乐器；不用电传音的乐器,,,,,,☆,☆,☆,
acoustical,"adj. 听觉的, 声学的",,,,,,,,☆,
acoustics,n. 声学；音响效果，音质,,,,,,,☆,,
acquaint,vt. 使认识， 使了解； 使熟悉,,,☆,☆,☆,☆,☆,☆,
acquaintance,n. 熟人；相识；了解；知道,,☆,☆,☆,☆,☆,☆,☆,
acquainted,adj. 熟识的；知晓的；有知识的 v. 使了解（acquaint的过去分词）,,,,,,☆,☆,,
acquiesce,vi.  默许， 勉强同意,,,,,,☆,☆,☆,
acquiescence,n. 默许；默从,,,,,,,☆,,
acquire,vt. 取得， 获得； 学到 <,,☆,☆,☆,☆,,☆,☆,
acquired,adj. [医] 后天的；已获得的；已成习惯的 v. 取得；捕获（acquire的过去分词）,,,,,,☆,☆,,
acquisition,n. 取得， 获得， 习得； 获得物， 增添的人,,☆,☆,,☆,,☆,☆,
acquisitive,a.渴望得到的，贪婪的,,,,,,☆,,,
acquit,v.宣告无罪；脱卸义务和责任；还清(债务),,,,,,☆,☆,☆,
acquittal,n. 赦免；无罪开释；履行；尽职；（债务等的）清偿,,,,,,☆,☆,,
acre,n. 英亩；田地；地产,,☆,☆,,☆,,,☆,
acreage,n.  英亩数； 面积,,,,,,,☆,☆,
acrid,adj. 辛辣的；苦的；刻薄的,,,,,,☆,☆,,
acrimonious,a.尖刻的，严厉的,,,,,,☆,,,
acrimony,n.  刻毒； 讽刺； 毒辣,,,,,,☆,☆,,
acrobat,n. 杂技演员，特技演员；随机应变者；翻云覆雨者，善变者,,,,,☆,☆,,,
acronym,n. 只取首字母的缩写词,,,,,,☆,,☆,
acrophobia,n.恐高症,,,,,,☆,,,
across,adv. 横过；到对面，向对面 prep.  穿过， 越过； 在对面,☆,☆,☆,,,,,☆,
act,v. 扮演；装作，举动像 n. 行为，行动；法令，法案；（戏剧，歌剧的）一幕，段；装腔作势,☆,☆,☆,,☆,,,☆,
acting,adj. 代理的 n.  演戏， 表演,,,,,,,,☆,
action,n. 行动； 已做的事； 作用， 功能； 情节,☆,☆,☆,☆,☆,,,☆,
activate,v. 启动，激活；驱动，驱使；使开始起作用,,,,☆,☆,,,☆,
active,adj. 积极的；活跃的；主动的；有效的；现役的 n. 主动语态；积极分子,☆,☆,☆,,☆,,,☆,
actively,"adv. 活跃地, 积极地",,,,,,,,☆,
activist,"n. 激进主义分子, 行动主义分子",,,,,,,,☆,
activity,n.  活动， 行动； 活跃， 活力,☆,☆,☆,,☆,,,,
actor,n. 男演员；行动者；作用物,,☆,☆,,☆,,,☆,
actress,n. 女演员,,☆,☆,,☆,,,☆,
actual,adj. 真实的，实际的；现行的，目前的,,☆,☆,,☆,,,☆,
actually,adv. 实际上；竟然,,,☆,,,,,,
actuarial,a. (保险)精算的，保险计算的,,,,,,☆,,,
actuary,n. [保险] 保险计算员；保险精算师,,,,,,,☆,,
actuate,v. 开动（机器等）；促使，驱使；激励（人等）,,,,,,☆,☆,,
acuity,n.(尤指思想或感官)敏锐,,,,,,☆,,,
acumen,n.  敏锐， 聪明,,,,,,☆,☆,☆,
acute,adj. 严重的，[医] 急性的；敏锐的；激烈的；尖声的,,☆,☆,☆,☆,☆,☆,☆,
acutely,adv. 强烈地,,,,☆,,,,,
ad,n. 广告,,,☆,,,,,,
adage,n.格言，古训,,,,,,☆,,,
adamant,adj. 固执的，坚强的；坚定不移的；坚硬无比的 n. 坚硬的东西；坚石,,,,,,☆,☆,☆,
adapt,v.  适合； 适应； 调整； 改编， 改写,,☆,☆,☆,☆,☆,,☆,
adaptability,n. 适应性,,,,,,,,☆,
adaptable,adj.  能适应的； 可改编的,,,,,,☆,,☆,
adaptation,n.  [U] 适应， 适合； [C] 改编本,,☆,,☆,,,,☆,
adaptive,adj.  适合的， 有适应性的,,,,,,,,☆,
add,v. 加；增加；加起来；做加法 n. 加法，加法运算,☆,☆,☆,,,,☆,,
addendum,n. 附录，附件；补遗；附加物,,,,,,☆,☆,,
addict,n. 有瘾的人； 入迷的人 vt. 使成瘾， 使入迷,,,,☆,☆,☆,,,
addicted,adj. 沉溺于某种（尤其是不良的）嗜好的；入了迷的，上了瘾的 v. 使…上瘾（addict的过去分词）,,☆,,,,,,,
addiction,n. 上瘾,,,☆,,,,,,
addictive,adj.  使人上瘾的； 使人沉醉的， 醉心的,,,,,,,,☆,
addition,n. 增添，添加；附加部分，增加(物)；加法,,☆,☆,☆,☆,☆,,☆,
additional,adj. 附加的， 额外的 <,,,☆,☆,☆,,,☆,
additionally,"adv. 另外, 同时",,,,,,,,☆,
additive,n. 〔食品的〕添加剂，添加物,,,,,,☆,,☆,
addle,v. 使腐坏；使混乱 adj. 腐坏的；糊涂的，昏乱的,,,,,,☆,☆,,
address,v. 演说；从事；忙于；写姓名地址；向…致辞；与…说话；提出；处理 n. 地址；演讲；致辞；说话的技巧；称呼,☆,☆,☆,☆,☆,☆,,☆,
adduce,v. 给予(理由); 举出(例证),,,,,,☆,☆,,
adept,adj. 熟练的，精通的，内行的 n.  行家， 熟手,,,,,,☆,☆,☆,
adequacy,"n. 适当, 足够",,,,,,,,☆,
adequate,adj.  适当的； 足够的； 适当的， 胜任的,,☆,☆,☆,☆,☆,,☆,
adequately,adv. 充分地,,,,,,,,☆,
adhere,vi. 黏附， 附着； 遵守； 坚持； 追随， 支持,,,,☆,☆,☆,☆,☆,
adherence,n.  黏着； 坚持； 忠诚,,,,,,,☆,,
adherent,n. 信徒；追随者 adj. 附着的；粘着的,,,,,,☆,☆,,
adhesion,n.  黏着； 因守； 皈依,,,,,,,☆,,
adhesive,adj.  带黏性的 n. 胶合剂,,,,,,☆,,☆,
adj.,abbr. 调整（adjacent）,☆,,,,,,,,
adjacent,adj.  邻近的， 毗连的,,,,☆,☆,☆,,☆,
adjective,adj. 形容词的；从属的 n. 形容词,,,☆,,☆,,,,
adjoin,v.  贴近， 紧挨， 毗连,,,,☆,☆,,,☆,
adjourn,v.使延期，推迟；休会,,,,,,☆,,,
adjudicate,v. 充当裁判; 判决,,,,,,☆,,,
adjunct,adj.  附属的； 辅助的 n. 附件；助手,,,,,,☆,☆,☆,
adjuration,n. 严令；恳请；立誓,,,,,,,☆,,
adjust,vi. 调整， 适应 vt. 调节， 调整 <；校正， 校准 <,,☆,☆,☆,☆,☆,,☆,
adjustable,adj. 可调整的，可校准的,,,,☆,,,,,
adjustment,n.  调整， 调节； 校正,,☆,,,,,☆,☆,
adjutant,n. 副官，助手 adj. 辅助的,,,,,,,☆,,
adlib,v. 临时讲话，即兴表演,,,,,,☆,,,
administer,vt. 掌管， 料理…的事务；实施， 执行；给予， 投,,,,,☆,,,☆,
administration,n. 管理； 管理部门， 行政机关； 实行， 执行,,☆,☆,☆,☆,,,☆,
administrative,adj. 管理的，行政的,,,☆,,,,,☆,
administrator,n.  管理人； 行政官员,,,,,,,☆,☆,
admirable,adj. 令人钦佩的；极好的；值得赞扬的,,☆,,,,,,☆,
admiral,"n. 海军上将, 舰队司令",,,,,,,,☆,
admiration,n.  钦佩， 赞赏， 羡慕,,,☆,☆,,,,☆,
admire,vt. 钦佩， 羡慕； 赞赏， 称赞， 夸奖,,☆,☆,,☆,☆,,☆,
admissible,adj. 可容许的；可采纳的；可接受的,,,,,,,☆,,
admission,n. 允许进入； 接纳， 收容 <；入场费， 入场券；承认,,☆,☆,,☆,☆,,☆,
admit,vi. 承认 vt. 承认，供认；准许…进入,,☆,☆,☆,☆,,,☆,
admittance,n. 进入；入场权；通道,,,,,,,☆,,
admittedly,"adv. 不可否认的, 公认地",,,,,,,,☆,
admonish,vt.  劝告， 训诫， 警告,,,,,,☆,☆,,
admonition,n.  警告,,,,,,,☆,,
ado,n. 忙乱，纷扰，麻烦,,,,,,,☆,,
adobe,n.  泥砖， 土坯,,,,,,☆,,☆,
adolescence,n.  青春期,,☆,,,,,,☆,
adolescent,adj. 青春期的， 青少年的 n. 青少年 A,,☆,,☆,☆,☆,,☆,
adopt,v.  采用； 收养， 领养； 正式通过， 批准,,☆,☆,☆,☆,☆,,☆,
adoption,n. 收养；采纳，采取,,,,☆,,,,☆,
adoptive,adj. 收养关系的； 采用的,,,☆,,,,,,
adoration,n.  崇拜， 爱慕,,,,,,,☆,,
adore,v. 崇拜；爱慕；喜爱；极喜欢 n. (Adore)人名；(法)阿多尔,,☆,,☆,☆,☆,,,
adorn,v. 装饰；使生色 n. (Adorn)人名；(泰)阿隆,,,,,,☆,☆,☆,
adornment,"n. 装饰, 装饰品",,,,,,,,☆,
adrenaline,n. 肾上腺素(使激动兴奋等),,,,,,,,☆,
adrift,"a&ad. 漂流的,漫无目的",,,,,,,,☆,
adroit,adj.  精明的， 干练的； 熟练的， 灵巧的,,,,,,☆,☆,☆,
adulate,v. 过分称赞；谄媚；奉承,,,,,,☆,☆,,
adulatory,adj. 阿谀的，奉承的；谄媚的,,,,,,,☆,,
adult,adj.  发育成熟的； 成熟的， 成人的 n. 成年人；成年动物,☆,☆,☆,,☆,,,☆,
adulterant,n. 掺杂物 adj. 掺杂用的,,,,,,,☆,,
adulterate,adj. 通奸的；搀杂的 v. 掺假,,,,,,☆,☆,,
adulthood,n. 成人期,,,,,,,,☆,
adumbrate,v. 预示；画…的轮廓；遮蔽,,,,,,☆,☆,,
advance,v. 前进，向前移动；发展，进步；促进；预付 adj.  预先的； 先头的 n. 前进；进展；预付,,☆,☆,,☆,,,☆,
advanced,adj. 先进的；高级的；晚期的；年老的 v. 前进；增加；上涨（advance的过去式和过去分词形式）,,,☆,,☆,,,☆,
advancement,"n. 前进, 进步",,,☆,,,,,☆,
advantage,v. 有利于， 有益于 n. 优点， 长处； 有利条件 <；利益， 好处,☆,☆,☆,☆,☆,,☆,☆,
advantageous,adj. 有利的；有益的,,,,☆,,,☆,☆,
advantageously,"adv. 有利地,方便地",,,,,,,,☆,
advent,n. 到来；出现；基督降临；基督降临节,,,,,☆,☆,☆,☆,
adventitious,adj.  偶然的， 偶发的,,,,,,☆,,☆,
adventure,n. 冒险；冒险精神；投机活动 v. 冒险；大胆说出,,☆,☆,☆,☆,,,☆,
adventurer,n. 冒险家,,,,☆,,,,☆,
adventurous,adj. 冒险的；惊险的,,,,,,,,☆,
adverb,n. 副词 adj. 副词的,☆,,☆,,☆,,,,
adversary,n.  对手， 敌手,,,,,,,,☆,
adverse,adj. 不利的；相反的；敌对的（名词adverseness，副词adversely）,,,,☆,☆,☆,☆,☆,
adversely,"adv. 不利地,逆向地",,,,☆,,,,☆,
adversity,n. 逆境；不幸；灾难；灾祸,,,☆,☆,,,☆,☆,
advert,v. 注意；谈到 n. 广告,,,,,,☆,☆,,
advertise,vt.  为…做广告， 宣传； 公告， 公布,,☆,☆,☆,☆,☆,,☆,
advertisement,n. 广告， 公告， 登广告； 广告活动， 宣传,☆,☆,☆,,,,,☆,
advertiser,n. 广告客户；刊登广告的人,,,,,,,☆,☆,
advice,n.  劝告， 忠告， 意见， 建议,☆,☆,☆,,☆,,,☆,
advisable,adj.  可取的， 适当的； 明智的,,,☆,☆,☆,☆,,☆,
advise,"v. 劝告, 忠告, 警告, 建议",☆,☆,☆,,☆,,,☆,
adviser,"n. 顾问,",,,,,,,,☆,
advisory,adj. 咨询的；顾问的；劝告的 n. 报告；公告,,,☆,,,,☆,☆,
advocacy,n. 主张；拥护；辩护,,,,,,☆,☆,,
advocate,vt. 拥护， 提倡， 主张 n. 拥护者， 提倡者； 辩护者， 律师,,☆,☆,☆,☆,☆,☆,☆,
advocator,n. 主张者，倡导者,,,☆,,,,,,
aegis,n.盾；保护，庇护,,,,,,☆,,,
aerate,v. 充气；让空气进入；使暴露于空气中,,,,,,☆,☆,,
aerial,adj.  航空的； 生活在空气中的， 空气的； 高耸的 n. 天线,,,,☆,☆,☆,☆,☆,
aero,"adj. 航空的,  飞行的",,,,,,,,☆,
aerobics,n.  有氧运动,,,,,,,,☆,
aerodynamic,adj. 空气动力学的,,,,,,,,☆,
aeronaut,n. 飞船或气球驾驶员；飞船或气球乘客,,,,,,,☆,,
aeronautics,n.  航空学； 航空术,,,,,,☆,☆,,
aeroplane,n. 飞机（等于airplane）,,☆,☆,,☆,,,,
aerosol,n. [物化] 气溶胶；气雾剂；喷雾器；浮质 adj. 喷雾的；喷雾器的,,,,,,,☆,,
aerospace,n. 航空航天工业,,,,☆,,,,,
aerostat,n. 航空器；高空气球,,,,,,,☆,,
aesthete,n.审美家,,,,,,☆,,,
aesthetic,adj.  审美的， 美学的； 美的， 艺术的,,,,☆,☆,☆,☆,☆,
aesthetically,adv. 有审美能力地,,,,,,,,☆,
afar,adv. 遥远地,,,,,,,,☆,
affable,adj.  和蔼可亲的， 易于交谈的， 友善的,,,,,,☆,☆,☆,
affair,n. 事情；事务；私事；（尤指关系不长久的）风流韵事,,☆,☆,,☆,,☆,☆,
affect,v. 影响；感染；感动；假装 n. 情感；引起感情的因素,,☆,☆,,☆,,,☆,
affectation,n.  假装， 虚饰， 做作,,,,,,☆,☆,,
affected,adj. 受到影响的；做作的；假装的 vt. 影响；假装；使…感动（affect的过去式和过去分词）,,,,,,☆,☆,,
affection,n. 爱， 慈爱；感情；影响,,☆,☆,☆,☆,☆,,☆,
affectional,"adj. 情感上的,  爱情的",,,,,,,,☆,
affectionate,adj. 深情的，柔情的,,,☆,,,,,,
affidavit,n.宣誓书,,,,,,☆,,,
affiliate,n. 联号；隶属的机构等 v. 使附属；接纳；使紧密联系,,,,☆,☆,☆,☆,☆,
affiliation,n. 友好关系；加入；联盟；从属关系,,,,☆,,☆,☆,,
affinity,n.  构造相似； 特点相近； 密切关系,,,,,,☆,☆,☆,
affirm,v.  断言， 坚持声称； 证实， 确认,,,☆,☆,☆,☆,,☆,
affirmation,n. 断言，肯定,,,☆,,,,,,
affix,v. 粘上；署名；将罪责加之于 n. [语] 词缀；附加物,,,,,,☆,☆,☆,
afflict,vt.  使苦恼， 折磨,,,,☆,,☆,,☆,
affliction,n.悲痛，受难的起因,,,,,,☆,,,
affluence,n.  富裕； 大量， 丰富,,,,,,☆,☆,,
affluent,adj. 富裕的；丰富的；流畅的 n. 支流；富人,,,,,☆,☆,☆,☆,
afford,v. 给予，提供；买得起 n. (Afford)人名；(英)阿福德,☆,☆,☆,☆,☆,,,☆,
affordable,adj. 负担得起的,,,,,,☆,,☆,
affray,v.   吵架， 打架,,,,,,,☆,,
affront,v. 冒犯，有意冒犯；面对；公开侮辱 n. 轻蔑；公开侮辱,,,,,,☆,☆,☆,
afield,"adv. 远离着(家乡), 去远处",,,,,,,,☆,
afire,adj. 燃烧的；着火的 adv. 燃烧着；着火地,,,,,,,☆,,
afloat,adv.  漂浮地 adj. 漂浮的；有偿债能力的，能维持下去的,,,,,,,,☆,
afoot,adj. 在进行中的；徒步的；准备中 adv. 在进行中，在准备中,,,,,,,☆,,
aforesaid,adj.  上述的， 前述的,,,,,,,☆,,
afoul,adv.  相抵触， 有冲突,,,,,,,,☆,
afraid,adj.  害怕的， 恐惧的； 犯愁的,☆,☆,☆,,☆,,,☆,
afresh,adv.  重新； 再度,,,,,,,☆,,
after,adv. 后来，以后 prep. 在……之后 conj. 在……之后 adj. 以后的,☆,☆,☆,,,,,,
afterlife,"n. 来世, 后来的岁月",,,,,,,,☆,
aftermath,n. 事件的后果，余波,,,,,,☆,,☆,
afternoon,n.  下午， 午后,☆,☆,☆,,☆,,,☆,
afterthought,n. 事后的想法；后来添加的东西,,,,,,,☆,,
afterward,"adv. 然后, 后来",,☆,☆,,☆,,,☆,
afterwards,"adv. 然后, 后来地",,☆,,,☆,,,☆,
again,adv.  再一次， 又一次； 回到原处， 复原； 再则， 而且,☆,☆,☆,,,,,☆,
against,prep.  逆， 反， 违反； 对…不利； 倚在， 紧靠着， 紧贴着； 和…比， 和…对照,☆,☆,☆,,,,,☆,
agape,adj. 张开著；张口惊视的 adv. 目瞪口呆 n. (Agape)人名；(罗)阿加佩,,,,,,☆,☆,,
age,n. 年龄；时代；寿命，使用年限；阶段 v. 成熟；变老,☆,☆,☆,,,,,,
ageism,n.  年龄歧视,,,,,,,,☆,
agency,n. 代理(处)，代办处；[美](政府的)机关，厅,,☆,☆,,☆,,,☆,
agenda,n. 议程；日常工作事项；日程表,,☆,☆,☆,☆,☆,,☆,
agent,n. 代理人，代理商；药剂；特工 vt. 由…作中介；由…代理 adj. 代理的,☆,☆,☆,☆,☆,,,☆,
agglomerate,adj. 凝聚的；成团的，结块的 n. 团块；[岩] 集块岩；附聚物 v. 使结块；使成团,,,,,,☆,☆,,
aggrandize,v. 增加；夸大；强化,,,,,,☆,☆,,
aggravate,vt. 加重， 加剧， 使恶化； 激怒， 使恼火,,,,☆,☆,☆,☆,☆,
aggravation,n.  加重， 恶化； 恼怒,,,,,,,☆,,
aggregate,adj. 总计的， 合计的 n. 总数，合计 vt. 总计达， 合计； 使聚集， 使积聚,,,,☆,,☆,☆,☆,
