word,mean,check
ball,n. 球；舞会 v. 成团块,
ballet,n. 芭蕾舞； 芭蕾舞剧； 芭蕾舞团 <,
balloon,v. 激增；膨胀如气球 n. 气球 adj. 像气球般鼓起的,
ballpoint,n. 圆珠笔,
bamboo,n. 竹，竹子 vt. 为…装上篾条 adj. 竹制的；土著居民的,
ban,vt. 取缔， 查禁； 禁止 n. 禁止， 禁令,
banana,n. 香蕉；喜剧演员；大鹰钩鼻,
band,n. 带，环；[物] 波段；(演奏流行音乐的) 乐队 v. 用带绑扎；给镶边,
bandage,n. 绷带 vt. 用绷带扎缚,
bang,vi. 猛击， 猛撞； 发出砰的一声， 砰砰地响 n. 巨响，枪声；猛击 vt. 猛击，猛撞；砰地敲,
bank,n. 银行；岸；浅滩；储库 v. 将…存入银行；倾斜转弯,
bar,n. 条， 杆， 棒， 棍， 闩；酒吧； 吧台；栅， 栏， 障碍 vt. 闩上； 阻拦， 拦住； 妨碍,
barbecue,v.  在烤架上烧烤 n. 烧烤野餐；金属烤架,
barber,v.  为…理发； 当理发师 n. 理发师,
barbershop,n. 理发店 adj. 有男声合唱之和声的,
bare,adj. 空的；赤裸的，无遮蔽的 v. 露出，使赤裸 n. (Bare)人名；(英)贝尔,
bargain,n. 交易；便宜货；契约 v. 讨价还价；议价；(谈价钱后)卖,
bark,v.  吠叫； 厉声质问 n. 树皮；犬吠声,
barrier,n.  屏障， 障碍物； 检票口； 障碍， 阻力； 隔阂,
base,n. 基础；底部；垒 adj. 卑鄙的；低劣的 v. 以…作基础,
baseball,n. 棒球运动；棒球,
basement,n.  地下室， 地窖； 建筑物的底部,
basic,adj.  基本的， 基础的； 初步的， 初级的,
basin,n.  盆， 脸盆； 盆地； 流域,
basis,n. 基础；底部；主要成分；基本原则或原理,
basket,n. 篮子；（篮球比赛的）得分；一篮之量；篮筐 vt. 装入篮,
basketball,n. 篮球；篮球运动,
bat,n. 蝙蝠；球棒；球拍；批处理文件的扩展名 v. 用球棒击球；击球率达…,
bath,"n. 沐浴,洗澡；浴缸，澡盆 v. (给…)洗澡",
bathe,v. 洗澡；给…洗；游泳；浸洗; 浸泡,
bathrobe,n. 浴衣；睡衣,
bathroom,"n. 浴室;盥洗室,卫生间",
bathtub,n. 浴缸,
battery,n.  电池， 蓄电池； 排炮， 炮组； 一系列， 一套,
battle,"n. 战役,战斗;斗争 v. 战斗,斗争,搏斗",
battleground,n. 战场,
bay,n. 海湾；狗吠声 v. 向…吠叫,
be,v. 是； 有，存在； 做，成为； 发生 n. (Be)人名；(缅)拜；(日)部(姓)；(朝)培；(中非)贝,
beach,n. 海滩；湖滨 v. 将…拖上岸,
beam,v. 面露喜色；发射，播送；照射 n.  束， 波束， 光线； 梁； 笑容， 喜色,
bean,n. 豆；嘴峰；毫无价值的东西 v. 击…的头部,
beancurd,n. 豆腐,
bear,v. 结果实，开花（正式） n. 熊,
beard,v. 公然反对；抓…的胡须 n. 胡须；颌毛,
beast,n. 兽， 野兽， 牲畜； 凶残的人， 令人厌憎的人,
beat,v. 打拍子，指挥；敲打；打败，胜过；跳动 adj.  疲惫的 n. 跳动；节拍，节奏；有规律的敲击,
beautiful,adj.  美丽的； 完美的； 出色的,
beauty,n.  美， 美丽； 美人； 美的东西,
because,conj. 由于，因为,
become,v.  [became-become] 变成， 成为； 开始变得,
bed,n. 床；基础；河底， 海底 v. 使睡觉；安置，嵌入；栽种,
bedclothes,n. 床上用品；铺盖,
beddings,n. 寝具；（建筑）[建] 基床；（家畜）草垫 adj. 适于花坛种植的 vt. 把…栽入苗床（bed的ing形式） vi. 睡（bed的ing形式）,
bedroom,n. 卧室 adj. 两性关系的；城郊住宅区的,
bee,n. 蜜蜂，蜂；勤劳的人,
beef,n. 牛肉；肌肉；食用牛；牢骚 v. 抱怨，告发；发牢骚,
beehive,n. 蜂窝；蜂箱,
beer,n. 啤酒 vi. 喝啤酒,
before,prep. 在…之前，先于 adv. 以前；在前 conj. 在…以前；在…之前,
beg,v. 乞讨；恳求；回避正题 n. (Beg)人名；(德、塞、巴基)贝格,
begin,v. 开始 n. (Begin)人名；(以、德)贝京；(英)贝让,
beginning,n. 开始；起点 v. 开始；创建（begin的ing形式）,
behalf,n.  利益； 代表,
behave,vi. 表现，举止；运转，做出反应 vt. 检点自己的行为,
behaviour,n. 行为；习性；运行状况（=behavior）,
behavious,n. 行为,
behind,prep. 落后于；支持；晚于 adv. 在后地；在原处 n. 屁股,
being,n. 存在；生命；本质；品格 adj. 存在的；现有的,
belief,n.  [C] 信条， 信念， 信仰； [U] 信任， 相信,
believe,v. 信任；料想；笃信宗教,
bell,n. 铃，钟；钟声，铃声；钟状物 v. 装钟于，系铃于,
belly,n. 腹部；胃；食欲 v. 涨满；鼓起,
belong,v. 属于，应归入；居住；适宜；应被放置,
below,adv. 在下面，在较低处；在本页下面 prep. 在…下面 n. (Below)人名；(英、德、芬、瑞典)贝洛,
belt,n. 带；腰带；地带 v. 用带子系住；用皮带抽打,
bench,n. 长凳；工作台；替补队员 v. 给…以席位；为…设置条凳,
bend,v. 使弯曲；使屈服；使致力；使朝向 n. 弯曲,
beneath,adv. 在下方， 在底下 prep. 在…下方；低于，次于；在…掩盖下；连…也不值得，有失…的身份,
beneficial,adj. 有益的，有利的；可享利益的,
benefit,vi. 受益， 得益 n. 利益， 好处， 恩惠 vt. 有益于， 使受益,
bent,n. 爱好，嗜好 adj. 弯曲的；决心的,
beside,prep. 在...旁边，在...附近；和...相比,
besides,adv. 此外；并且 prep. 于…之外；除…以外,
best,n. 最好的人，最好的事物；最佳状态 adj. 最好的 adv. 最好地 v. 打败，胜过,
betray,vt. 背叛， 出卖； 失信于， 辜负； 泄露； 暴露， 显露,
better,n. 长辈；较好者；打赌的人（等于bettor） adv. 更好的；更多的；较大程度地 adj. 较好的 v. 改善；胜过,
between,prep. 在…之间 adv. 在中间,
beyond,prep. 超过；越过；那一边；在较远的一边 adv. 在远处；在更远处 n. 远处,
bicycle,n. (bike)自行车 v. 骑自行车,
bid,n. 企图，努力；喊价，出价，投标 vt. 喊价， 投标， 出； 祝， 表示； 命令,
big,adj. 大的；重要的；量大的 adv. 大量地；顺利；夸大地 n. (Big)人名；(土)比格,
bike,n. 自行车；脚踏车 v. 骑自行车（或摩托车）,
bill,n. 账单；纸币，钞票；议案，法案；节目单；招贴，海报 vt.  用招贴宣布； 给…开账单,
billion,n. 十亿；大量 num. 十亿 adj. 十亿的,
bingo,n. 宾戈游戏,
biochemistry,n.  生物化学,
biography,n. 传记；档案；个人简介,
biology,n. （一个地区全部的）生物；生物学,
bird,n. 鸟；家伙；羽毛球 v. 向…喝倒彩；起哄,
birdcage,n. 鸟笼；鸟笼状物；信号灯；宿舍,
birth,n.  出生， 分娩； 出身； 起源， 根源,
birthday,n. 生日，诞辰；诞生的日子,
birthplace,n.  出生地， 故乡,
biscuit,n. （英）饼干；（美）软饼,
bishop,n. （基督教的）主教；（国际象棋的）象,
bit,n. [计] 比特（二进位制信息单位）；少量；马嚼子；辅币；老一套；一点，一块 vt. 控制 adj. 很小的；微不足道的 adv. 有点儿；相当,
bite,v. 咬；刺痛 n. 咬；一口；咬伤；刺痛 abbr. 机内测试设备（Built-In Test Equipment）,
bitter,adj. 苦的；痛苦的；尖刻的；充满仇恨的 n. 苦味；苦啤酒 adv. 激烈地；严寒刺骨地 v. 使变苦,
black,adj. 黑色的；黑人的；邪恶的 n. 黑色；黑人；黑颜料 v. 使变黑；把鞋油等涂在…上；把（眼眶）打成青肿,
blackboard,n.  黑板,
blame,vt. 谴责，责备 n.  过失， 责备； 责任,
blank,adj. 空白的；空虚的；单调的 n. 空白；空虚；空白表格 v. 使…无效；使…模糊；封锁,
blanket,n. 毛毯，毯子；毯状物，覆盖层 adj. 总括的，全体的；没有限制的 v. 覆盖，掩盖；用毯覆盖,
bleed,vi. 出血， 流血； 泌脂 vt. 勒索…的钱,
bless,v. 祝福；保佑；赞美 n. (Bless)人名；(英、意、德、匈)布莱斯,
blind,adj. 盲目的；瞎的 adv. 盲目地；看不见地 n. 掩饰，借口；百叶窗 v. 使失明；使失去理智,
block,n. 块；街区；大厦；障碍物 v. 阻止；阻塞；限制；封盖 adj. 成批的，大块的；交通堵塞的,
blood,n. 血，血液；血统 v. 从…抽血；使先取得经验,
blouse,n. 宽松的上衣；女装衬衫 vt. 使…宽松下垂 vi. 宽松下垂,
blow,v. 吹；〔风〕吹，刮；吹奏 n. 打击,
blue,n. 蓝色；[复数]（美国海、陆、空三军穿的）蓝色制服；蓝颜料；[the blue(s)][用作单数或复数]布鲁斯（歌曲）（一种伤感的美国黑人民歌） adj. 蓝色的；沮丧的，忧郁的；下流的 v. 把…染成蓝色；使成蓝色；给…用上蓝剂；用上蓝剂于,
board,vi. 搭伙； 膳宿 n. 板，牌子；木板，纸板；委员会，董事会；伙食 vt. 上,
boat,n. 小船；轮船 v. 划船,
boating,n. 划船 adj. 划船的 v. 划船（boat的ing形式）,
body,n.  身体， 躯体； 躯干， 主体； 尸体； 物体； (视作,
boil,v. 煮沸，沸腾；激动，激昂 n. 沸腾，煮沸；疖子,
bomb,n. 炸弹 vt. 投弹于， 轰炸,
bond,v.  黏合， 结合 n. 联结，黏结；债券；黏合剂；契约，合同,
bone,n. 骨；骨骼 v. 剔去的骨；施骨肥于,
bonus,n. 奖金， 红利； 额外给予的东西,
book,n. 书籍；卷；帐簿；名册；工作簿 v. 预订；登记,
bookcase,n. [家具] 书柜，书架,
bookmark,n. 书签（等于bookmarker）；标记,
bookshelf,n. 书架,
bookshop,n. 书店,
bookstore,n. 书店（等于bookshop）,
boom,vi. 激增， 繁荣， 迅速发展； 发出隆隆声 n. 激增，繁荣，迅速发展；隆隆声，嗡嗡声,
boot,v. 引导；踢；解雇；使穿靴 n. 靴子；踢；汽车行李箱,
booth,n. 小房间， 公用电话亭， 岗亭； 售货棚， 货摊,
border,v.  给…加上边， 围； 邻接， 毗连； 近似， 接近 n. 边，边缘；边界，边境,
bored,adj. 无聊的；无趣的；烦人的 v. 使厌烦（bore的过去式）；烦扰,
boring,adj. 无聊的；令人厌烦的 n. 钻孔 v. 钻孔；使厌烦；挖空（bore的ing形式）,
born,v. 出世（bear的过去分词） adj. 天生的 n. (Born)人名；(柬)邦；(英、西、俄、捷、德、瑞典、匈)博恩,
borrow,v. 借；借用；从其他语言中引入 n. (Borrow)人名；(英)博罗,
boss,n. 老板；首领；工头 v. 指挥，调遣；当…的领导,
botanical,adj. 植物学的 n.  植物性药材,
botany,n. 植物学；地区植物总称,
both,adj. 两个的；两者的 adv. 并；又；两者皆 pron. 双方都；两者都 conj. 既…且… n. (Both)人名；(德、罗、捷、南非、匈)博特,
bother,v. 打扰，麻烦；使不安，迷惑 n.  麻烦， 焦急； 令人烦恼的人,
bottle,n. 瓶子；一瓶的容量 v. 控制；把…装入瓶中,
bottom,n. 底部；末端；臀部；尽头 adj. 底部的 v. 装底；测量深浅；查明真相,
bounce,v. （使）弹起，（使）反弹，（使）弹跳 n. 跳起，弹回，反弹,
bound,vi. 跳跃；弹回，反跃 adj. 一定的；有义务的 vt. 跳跃；弹回，反跃；成为…的界限，给…划界 n. 跳跃； 界限， 限制,
boundary,n. 分界线， 边界  <,
bow,n. 弓；鞠躬；船首 v. 鞠躬；弯腰 adj. 弯曲的,
bowl,n. 碗；木球；大酒杯 v. 玩保龄球；滑动；平稳快速移动,
bowling,n. 滚木球戏；保龄球戏 v. 打保龄球（bowl的现在分词）,
box,v.  把…装箱； (用拳或手 n. 箱，盒；包厢,
boxing,n. 拳击；装箱；围模；做箱的材料 v. 将…装入盒中（box的ing形式）,
boy,n. 男孩，少年；家伙,
boycott,vt.  联合抵制； 联合排斥某国货物或与某国绝交,
brain,n. 头脑，智力；脑袋 v. 猛击…的头部,
brake,v. 制动； 刹住， 用闸使放慢速度 n. 闸，刹车,
branch,v. 分支；出现分歧 n. 树枝，分枝；分部；支流,
brand,vt. 铭刻；打烙印于；丑化，败坏名声 n.  商标， 品牌； 类型； 烙印,
brave,adj. 勇敢的；华丽的 v. 勇敢地面对 n. 勇士,
bravery,n.  勇敢， 勇气,
bread,n. 面包；生计 v. 在…上洒面包屑,
break,v. 破，裂，碎；使中止，打断，断绝；损坏，弄坏；违犯；打破；破晓 n.  打断， 中止； 休息时间； 破裂,
breakfast,n. 早餐；早饭 v. 吃早餐,
breakthrough,n. 突破， 突破性进展， 重要的新发现,
breast,n. 乳房，胸部；胸怀；心情 v. 以胸对着；与…搏斗,
breath,n. 呼吸，气息；一口气，（呼吸的）一次；瞬间，瞬息；微风；迹象；无声音，气音,
breathe,v. 呼吸；低语；松口气；（风）轻拂,
breathless,"adj. 无声息的, 喘不过气来的",
brewery,n.  啤酒厂， 酿酒厂,
brick,n. 砖，砖块；砖形物；心肠好的人 v. 用砖砌 adj. 用砖做的；似砖的,
bride,n. 新娘；姑娘，女朋友,
bridegroom,n.  新郎,
bridge,v.  架桥于； 把…连接起来 n. 桥，桥梁；桥牌,
brief,adj. 简短的，简洁的；短暂的，草率的 n. 摘要，简报；概要，诉书 v. 简报，摘要；作…的提要,
bright,adj. 明亮的，鲜明的；聪明的；愉快的 adv. 明亮地；光明地；欢快地 n. 车头灯光,
brilliant,adj. 灿烂的，闪耀的；杰出的；有才气的；精彩的，绝妙的,
bring,v. 带来；促使；引起；使某人处于某种情况或境地 n. (Bring)人名；(英、瑞典)布林,
broad,adj. 宽的，辽阔的；显著的；大概的 n. 宽阔部分 adv. 宽阔地,
broadcast,v. 播送，播放；（无线电或电视）广播；播撒（种子） n. 广播；播音；广播节目 adj. 广播的,
brochure,n.  小册子， 说明书,
broken,adj. 破碎的；坏掉的 v. 折断；打碎；损坏（break的过去分词）,
broom,n. 扫帚；金雀花 v. 扫除,
brother,n. 兄弟；同事；战友 int. 我的老兄！,
brotherhood,n. 兄弟关系；手足情谊；四海之内皆兄弟的信念,
brown,adj. 棕色的，褐色的；太阳晒黑的 v. 变成褐色 n. 褐色，棕色,
brunch,n.  早午饭,
brush,n. 刷子；画笔；毛笔；争吵；与某人有效冲突；灌木丛地带；矮树丛；狐狸尾巴 v. 刷；画；,
bucket,n. 桶，水桶；铲斗；一桶的量 v. 倾盆而下；颠簸着行进,
budget,v. 规划，安排；编预算 adj. 低廉的， 收费公道的 n. 预算，预算拨款,
buffet,n. 自助餐；小卖部；打击；猛烈冲击 v. 与…搏斗；连续猛击 adj. 自助的；自助餐的,
build,v. 建筑，建造，盖；造 n. 体格；体形，身材,
building,n. 建筑；建筑物 v. 建筑；建立；增加（build的ing形式）,
bulb,n. 电灯泡；鳞茎；球状物 vi. 生球茎；膨胀成球状,
bun,n.  馒头； 小甜面包,
bunch,vi. 集中， 挤在一起； 形成一束 n. 群，伙；束，串，捆 vt. 使成一束,
bungalow,n. 平房；小屋,
burden,n. 重担，精神负担 vt. 加重压于， 烦扰； 负担， 装载,
bureaucratic,adj. 官僚的；官僚政治的,
burglar,n. 窃贼， 破门盗窃者,
burial,n. 埋葬；葬礼；弃绝 adj. 埋葬的,
burn,v.  [burnt/burned-burnt/burned] 燃烧， 点燃；,
burst,vi. 爆裂，爆炸；挤满；突然打开；突然发作 vt. 使爆炸；突然打开 n. 爆炸,
bury,v. 埋葬；隐藏 n. (Bury)人名；(法)比里；(英、西)伯里；(德、意、罗、波、捷、匈)布里；(俄)布雷,
bus,n.  公共汽车,
bush,n. 灌木；矮树丛 v. 以灌木装饰；使…精疲力竭 adj. 如灌木般长得低矮的；粗野的,
business,n.  交易， 生意； 营业； 商业； 工作， 任务； 事务,
businessman,n. 商人,
businesswoman,n. 妇女实业家,
